625,625,770,771,874,772,773,625,625,625,625,625,625,625,625,625,625,625,625,625
625,625,770,771,874,772,773,625,625,625,625,625,625,625,625,625,625,625,625,625
625,625,770,771,874,772,773,625,625,625,625,625,625,625,625,625,625,625,625,625
625,625,736,737,874,772,773,625,625,625,625,625,625,625,625,625,625,625,625,625
625,625,736,771,874,772,773,625,625,625,625,625,625,625,625,625,625,625,625,625
625,625,736,737,874,772,773,625,625,625,625,625,625,625,625,625,625,625,625,625
625,625,736,771,874,772,773,625,625,625,625,625,625,625,625,625,625,625,625,625
625,625,736,737,874,738,773,625,625,625,625,625,625,625,625,625,625,625,625,625
625,625,770,771,874,772,773,625,625,625,625,625,625,625,625,625,625,625,625,625
625,625,770,771,874,772,773,625,625,625,625,625,625,625,625,625,625,625,625,625
625,625,770,771,874,772,773,625,625,625,625,625,625,625,625,625,625,625,625,625
625,625,736,737,874,772,773,625,625,625,625,625,625,625,625,625,625,625,625,625
835,835,838,771,874,772,841,835,835,835,835,835,835,835,835,835,835,835,835,836
869,869,869,908,908,908,869,869,869,869,869,869,869,869,869,869,869,869,869,870
874,874,874,874,874,874,874,874,874,874,874,874,874,874,874,874,874,874,874,874
903,904,903,903,903,903,903,903,903,903,903,903,904,903,903,904,903,903,903,904
937,938,937,937,937,937,937,937,937,937,937,937,938,937,937,938,937,937,937,938
625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625
625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625
625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625
